Link to Post,Source,Comments,Labels,processed_comments
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Mo croire pravind paie toi pu ki To vine met comment lor Facebook toi,0,croire pravind paie twa pu ki to vinn met comment lor facebook twa
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Fairytails yes,0,fairytails yes
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Mo ggt,1,gogot
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Meilleurs des meilleurs.......sa même sa....Vive Kpj.....il mem ki pu résoudre tou nu problème,0,meilleurs des meilleurs mme vive kpj il mem ki pu rsoudre tou nou problme
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Sa figur la li pena rol li met 1 poste li guette comier dimoun pour commente comier maltraité li pour ggn,0,figur pena rol met poste guette comier dimoun commente comier maltrait ggn
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Prefere mort avek covid ki get Pravin ziska 2030,1,prefere mor avek covid ki get pravin ziska 
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Dn li fess flrmm,1,dn fesse falour
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ena dimoun pa kone ki pu coze🗣,0,ena dimoun kone ki pu coze
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Vive bane coco vide,0,vive bane coco vide
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ta baya cote to rester accause banne ti lesprit couma to meme ki nou dan sa situation la zordi.,0,ta baya cote to rester accause bann lesprit kuma to mem ki nous situation zordi
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Mazine 1 bus arret devant ou la porte ou p kit ou la caz ou p ale dans 40 ene fer la priere pou ou banne cam arret coz sa ki pa bzn .,0,mazine bus arret devant porte kit caz ale  priere bann cam arret coz ki bzn
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Medpoint ti bizin Fini mette lockdown Friday 5 March to prevent crowds on the road. IRRESPONSABLE,0,medpoint bizin fini mette lockdown friday  march to prevent crowds on the road irresponsable
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Lizier check demars,0,lizier check demars
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,To liki p kase kumadir boutey to pe krwar kan li pm.la li pou epargnie,1,to liki kase kumadir boutey to krwar kan premier ministre epargnie
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"Ki ena, kk dans so la tête sa? Si pena role, mette choukchouk dans laguel alle dormi do😎😎",1,ki ena kaka tte pena role mette choukchouk laguel alle dormi do
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Bousse to liki ou to Gogot seki to ena la bousse Li,1,bouss to liki to gogot seki to ena bouss
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Dir li vivre lor mo kok,1,dir vivre lor kok
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Drmi r li,0,drmi ar
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Call centre propagande la pa ankor fermé? Zot pa respecter lockdown?,0,call centre propagande ankor ferm respecter lockdown
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Li p vive dans lespace sa boufon la li pas p truver ki p arrive akose sa imcompetent la et so bane ministre....n pm maudit,1,vive lespace bouffon truver ki arrive akose imcompetent bane ministre premier ministre maudit
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Lin dormi r tor ma to ser tor pa so metress to ser to demi ser to femme to tifi to metresse to tifi illégitime,1,lin dormi ar tor ma to ser tor metress to ser to demi ser to femme to tifi to metresse to tifi illgitime
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Dire li boufon la si perna role souffler souffler,1,dire bouffon perna role souffler souffler
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,li pèna pukni,0,pna pukni
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ti bassin sa,0,bassin
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,next you 😂😂😂😂,0,next you
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,KOMIE '''ICE CREAM '''TONN FINI ENVALER LA COCOVIDE,0,komie ice cream tonn fini envaler cocovide
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,ZIS CNT KI Gagne droi roulé,0,zis cnt ki gagne droi roul
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,wai craze boja ubs,0,wai craze boja ubs
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Amen li cot toi.li cpv bour to mama divant toi..to guete ki kalite bon to gagner,1,amen cot twa cpv bour to mama divant twa to guete ki kalite bon to gagner
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,To pu manze tou so Génération SO CACA,1,to pu manze tou gnration kaka
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Non tonn mal dire...vomier to galan pra20 pran morice la nett pou li ek so dynasty....liem ek so bann voleur in al fer vaccin premier avant civilians...mem dimoune kinn vote li mort li pisser li....bour sa ggt pays la dan la main badain shakeel bruno ameer meah osman mahomed uteem joomun tou pil vinn vrai zom...,1,non tonn mal dire vomier to galan pra pran morice nett dynasty liem bann voleur finn al vasin premier avant civilians mem dimoun kinn vote mor pisser bour gogot pays main badain shakeel bruno ameer meah osman mahomed uteem joomun tou pilon vinn vrai zom
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,mo croire tone fou ggt..ene minute moticien paler li..sa voleur la,1,croire tone fou gogot minute moticien paler voleur
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,pas donne loccassion sa dimoune la role li perna role dapre lordre line boire pisar pj,1,donne loccassion dimoun role perna role dapre lordre line boire pissar pj
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Mo demann Allah avoy so calamity lor ckinn fer injustice lor nou bann freres soeurs mauricien et bann ckinn mett mo bann freres dan prison pou foss case fakoo et ckine laiss bann cabri rentrer sans quarantine et p kasiete la veriter ki Allah detruire zott lor la terre y compri miniss depiter ki corompu cki pfer dezord lor la terre bon dier.....ameen,0,demann allah avoy calamity lor ckinn injustice lor nous bann freres soeurs mauricien bann ckinn mett bann freres prison foss case fakoo ckine laiss bann cabri rentrer sans quarantine kasiete veriter ki allah detruire zott lor terre y compri miniss depiter ki corompu cki pfer dezord lor terre bon dier ameen
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"Tir kok la dan t la bous pa puena sa encor
Tou cki p passer t oze dr sa t p rod rol tw c pa possible frere non m pa les croir

Nn tne trouv mm ki tne ecrir la ou tne fimm simik je demande c tou

Rex Margoton pa moricien sa ton",1,tir kok twa bouss puena encor tou cki passer twa oze dr twa rod rol twa c possible frere non m les croir nn tne trouv mm ki tne ecrir tne fimm simik je demande c tou rex margoton moricien ton
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ena p fimm kk li chien,1,ena fimm kaka chien
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,To conne bousou🤣,1,to gopia liki
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Eta bouss inpé to🤬🤬🤬🤬 ta,1,eta bouss inp to ta
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,kv tone gagne n koud fss ar li,1,kv tone gagne koud fesse ar
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Lacoz sa m ena lock down dans Vacoas.. 😝,0,lacoz m ena lock down vacoas
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Be don li fess alor,1,don fesse alor
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"Dialogue pi, prend to pravin ek toi faire ene pose 69",1,dialogue pitin prend to pravin twa pose 
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,To bzn parvin depuis 2030 li pa lavé so fs to continuer passer to langue dan so fs depuis to langue ggn closs 😂😂😂😂😂,1,to bzn parvin depuis  lav fesse to continuer passer to langue fesse depuis to langue ggn closs
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ta Gopia to pa cone ki to dir twa to ti pe reve ou li pe b to la family,1,ta gopia to cone ki to dir twa to reve to family
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Pendant lockdown chatwa p travail from home fort fort lol,0,pendant lockdown chatwa travail from home fort fort lol
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Pinokio p met gros dibois point dans to tru fess to p rode li meme,1,pinokio met gros dibois point to tru fesse to rode mem
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Mo croire li p fer kiken gagne bon kot toi mauvè chatwa,1,croire kiken gagne bon kot twa mauv chatwa
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,ki sa ggt non la sa lucas jhant fer pravin mont lor toi to habitue donne fess couma theatre,1,ki gogot non lucas jhant pravin mont lor twa to habitue donne fesse kuma theatre
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"etaa ggt ecout sa,,,,,",1,etaa gogot ecout
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Tone prend methadone ale donne fesse aster gopia,1,tone prend methadone ale donne fesse aster gopia
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Laisse les aboit ! Nous solidaire ar nou pm ! Pas bizin bann salter nous,0,laisse les aboit nous solidaire ar nous premier ministre bizin bann salter nous
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Non met li jusqua 2050 pli bon🤣🤣🤣to cpv enn 1 arpen la terre ek imp contrat..👍👍,0,non met jusqua  pli bon to cpv arpen terre imp contrat
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,zoli kozer sa,0,zoli kozer
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,What rubbish. Pravin ine caca,1,what rubbish pravin ine kaka
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Almighty will decide. Vive Nou la terre 7 couleres.,0,almighty will decide vive nous terre  couleres
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Ferail so p rentr dan to menol to pa encor gg dimal mm move lacid kas n poze comence fr la priere pou nou pays akoze sa nespes figuir rebor pot la gt comier la vie dimoune p dan beze aret souce bigoul pou gg n take away briani boufon,1,ferail rentr to menol to encor gg dimal mm move lacid kas poze comence priere nous pays akoze nespes figuir rebor pot gt comier vie dimoun beze aret sousser kok gg take away briani bouffon
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Lukas to ene vrai coco vide pou to dire qui pravinn bizin rest jusqu'à 2030 qui li conne bien enna dimound encore malade début février li même qui finne dire sa après li vinne tappe l'estomac pou dire nous covid safe frère mais mo fair toi conne pas covid qui enna maintenant c'est variant u k Afrique du Sud li vinne lors télé 21heur 30 pour dire population demain 6heur du matin lock donne li pense dimound qui travaille gradation pou mange le soir combien dimound pe faire karem combien dimound penna travaille enna pas encore tousse pensions handicap veillent li pense tou sa qui li enna caca dans so la tête après li disparaît kakaliki falumama pilons to trouve li si bon que sa donne li to sœur to maman trou fess,1,lukas to vrai coco vide to dire ki pravinn bizin rest jusqu   ki gopia byin enna dimound encore malade dbut fvrier mme ki finne dire aprs vinne tappe liki estomac dire nous covid safe frre mai fair twa gopia covid ki enna maintenant c est variant u k afrique du sud vinne lors tl heur  dire population demain heur du matin lock donne pense dimound ki travaille gradation mange soir combien dimound karem combien dimound penna travaille enna encore tousse pensions handicap veillent pense tou ki enna kaka tte aprs disparat kaka falumama pilons to trouve bon que donne to sur to maman trou fesse
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,moricien moricienne ouvert zotte lieux sa gouvernement la misère qui li pe faire population leve la main dans lamain bour sa banne pourriture la dehors de qui confinement fini parceque li penna pitié pou so peuple,1,moricien moricienne ouvert lieux gouvernement misre ki population leve main lamain bour bann pourriture dehors ki confinement fini parceque penna piti peuple
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Amene li kot toi,0,amene kot twa
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,si pravind reste premier ministre juska 2030 moris pu change nom pu bisin appel li india junior,0,pravind reste premier ministre juska  moris pu change nom pu bisin appel india junior
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Kel Honte Malédiction lors C n Soy ki ena dans so la Tête kk li Responsable cki p arrivé,1,kel honte maldiction lors c soy ki ena tte kaka responsable cki arriv
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Dans chatwa to 1 chief executive toi,0,chatwa to chief executive twa
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"Lucas hunt la un fake profile, probablement un chatwa Pinochio. Only coward open a fake profile to comment",0,lucas hunt fake profile probablement chatwa pinochio only coward open fake profile to comment
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Fer li garde to fam tou,0,garde to fam tou
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,To pm koter?,0,to premier ministre koter
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Fer li rest Cot toi to gange n Bon mari,0,rest cot twa to gange bon mari
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"Eta gopia pas lheure pou saut pou to PM las las get toi to famille et ki to contribution pou aider pou nou pas plis contaminer
Alle checker si to ena manger acause PM pas pou vine met la queu pou toi pou alle pren to provision",1,eta gopia lheure saut to premier ministre las las get twa to famille ki to contribution aider nous plis contaminer alle checker to ena manger acause premier ministre vinn met queu twa alle pren to provision
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Bousse impé do .to pas.p gagne traka dimoune ki p contaminé ek virus prier au lieu to p vine flatte to pm ale fer to teste tansion to fine attrap virus la,1,bouss imp do to gagne traka dimoun ki contamin virus prier au lieu to vinn flatte to premier ministre ale to teste tansion to finn attrap virus
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Fr li bour twa,1,bour twa
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Les corona fini...nou pou get li apré ek so ban chatwa MSM kaka zoranz la...,1,les covid fini nous get apr bann chatwa msm kaka zoranz
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"""Pinocchio ile aux plaisirs""",0,pinocchio ile aux plaisirs
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Faire li vine to gal........... Nirporte,0,vinn to gal nirporte
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,Long live our PM,0,long live our premier ministre
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,long live An(g)us Road,0,long live an gogot us road
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,li mort couma ene dernier d dernier li ki long live,0,mor kuma dernier dernier ki long live
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,"Hell Heaven to croire kan tone met to nom 'Hell Heaven' lala, to pou capave influence so destin par to bannes imbecilites?",0,hell heaven to croire kan tone met to nom hell heaven lala to capave influence destin par to bannes imbecilites
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,b toi to p pense kan to p dir long live PM la immortel,0,twa to pense kan to dir long live premier ministre immortel
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,cause sa mem covid in pose so valise la bas avan😅😅😅,0,cause mem covid finn pose valise bas avan
https://m.facebook.com/groups/RadioPlusMauritiusIleMauriceFanGroupUnofficial000/permalink/1091611841314841/?anchor_composer=false,RadioPlusMauritiusIleMauriceFanGroupUnofficial,mo gagne droit pense seki mo envi non? Ou bien ine met toi pou reglement dimounes so bannes pensees?,0,gagne droit pense seki envi non byin ine met twa reglement dimounes bannes pensees
